Full Name,Educational Qualification,Honorific/Title,Date of Birth,Date of Joining Service,Date of Arrival,Voted/Non-voted,Domicile,Station,Substantive Appointment,Subst. Date,Officiating Appointment,Off. Date
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,In transit,"A. C., 3rd grade",07-09-1908,D. C.,null
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Lahore,"A. C., 3rd grade",09-09-1908,D. C.,null
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Kangra,"A. C., 3rd grade",17-09-1908,D. C.,null
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Kangra,"A. C., 3rd grade",null,Dt. J.,02-10-1908
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Kangra,"A. C., 3rd grade",11-11-1908,Dt. J.,null
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Lahore,"A. C., 3rd grade",null,Dt. J.,21-11-1908
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 3rd grade",null,Dt. J.,16-05-1909
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 3rd grade",null,Dt. J.,23-06-1909
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 3rd grade",null,Dt. J.,26-10-1910
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,On leave,"A. C., 3rd grade",null,Dt. J.,25-06-1910
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 3rd grade",null,Dt. J.,04-07-1910
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 3rd grade",null,Dt. J.,26-10-1910
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Sirsa,"A. C., 3rd grade",09-11-1911,D C.,19-07-1912
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Amritsar,"A. C., 3rd grade",01-10-1912,Special Land Acquisition Officer,null
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 3rd grade",null,Special Land Acquisition Officer,17-05-1913
"Addison, James","M.A., B.Sc., Aberd.",The Hon'ble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic,Delhi,"A. C., 2nd grade",null,Special Land Acquisition Officer,17-05-1913
