Full Name,Educational Qualification,Honorific/Title,Date of Birth,Date of Joining Service,Date of Arrival,Voted/Non-voted,Domicile,Station,Substantive Appointment,Subst. Date,Officiating Appointment,Off. Date
"Abraham, Edgar Garton Furtado",B.A.,Oon. C.B.,08-04-1880,20-10-1904,28-11-1904,Non-voted,Non-Asiatic Domicile,Lahore,"D. O.,Time Scale",23-03-1922,Home Secretary to G. P.,30-03-1924
"Abraham, Edgar Garton Furtado",B.A.,Oon. C.B.,08-04-1880,20-10-1904,28-11-1904,Non-voted,Non-Asiatic Domicile,Simla,"D. C., Tme Seale",18-11-1924,,
"Abraham, Edgar Garton Furtado",B.A.,Oon. C.B.,08-04-1880,20-10-1904,28-11-1904,Non-voted,Non-Asiatic Domicile,Hissar,"D.C., Time Scale",03-11-1926,,
"Abraham, Edgar Garton Furtado",B.A.,Oon. C.B.,08-04-1880,20-10-1904,28-11-1904,Non-voted,Non-Asiatic Domicile,Ferozepore,"D. and S Judge, Time Scale",01-03-1927,,
"Abraham, Edgar Garton Furtado",B.A.,Oon. C.B.,08-04-1880,20-10-1904,28-11-1904,Non-voted,Non-Asiatic Domicile,Ferozepore,"D. and S Judge, Time Scale",01-03-1927,"Addl. NesonJudge,Multan",21-08-1927
"Abraham, Edgar Garton Furtado",B.A.,Oon. C.B.,08-04-1880,20-10-1904,28-11-1904,Non-voted,Non-Asiatic Domicile,Ferozepore,"D. and S Judge, Time Scale",01-03-1927,,09-10-1927
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Gurgaon,"A. C., 3rd grade (Settl. Training).",30-11-1903,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Ambala,"A. C., 3rd grade (Settl. Training).",16-02-1904,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Gurgaon,"A. C., 3rd grade (Settl. Training).",31-01-1905,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Kangra,"A. C., 3rd grade (Settl. Training).",09-04-1906,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,"A. C., 3rd grade",22-02-1906,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,"A. C., 3rd grade",22-02-1906,"Secy., Delhi Municipality",02-03-1906
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,"A. C., 3rd grade",22-02-1906,,01-11-1906
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Lyallpur,"A. C., 3rd grade",17-08-1907,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Gujranwala,"A. C., 3rd grade",17-08-1907,Spl. duty,19-02-1908
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Lyallpur,"A. C., 3rd grade",17-08-1907,,02-04-1908
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Gurgaon,D.C.,24-10-1908,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Lahore,D.C.,09-09-1908,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Kangra,D.C.,17-09-1908,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Kangra,D.C.,17-09-1908,Dt. J.,02-10-1908
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Kangra,D.C.,17-09-1908,,11-11-1908
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Lahore,D.C.,21-11-1908,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,21-01-1909,Dt. J.,21-01-1909
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,21-01-1909,,16-05-1909
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,21-01-1909,Dt. J.,21-05-1909
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,21-01-1909,,28-06-1909
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,21-01-1909,Dt. J.,07-06-1910
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,25-06-1910,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,04-07-1910,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,04-07-1910,Dt. J.,25-07-1910
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,D.C.,04-07-1910,,26-10-1910
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Sirsa,"A. C., 3rd grade",09-11-1911,,
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Amritsar,"A. C., 3rd grade",09-11-1911,D C.,19-07-1912
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,"A. C., 3rd grade",09-11-1911,Special Land Acquisition Officer,01-10-1912
"Addison, The Honble Mr. Justice James","M.A., B.Sc., Aberd.",The Honble Mr. Justice,13-11-1879,24-10-1903,30-11-1903,Non-voted,Non-Asiatic Domicile,Delhi,"A. C., 2nd grade",17-05-1913,,
